,time,year,latitude,longitude,ID,Duration,Species,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion,PostCTAccretionRate
36,2016-09-12T00:00:00Z,2016,17.7338,-64.89639,3283,3,O. faveolata,12.8481,29.5505,11.0885,1.158686928,1.1740842,30.952,29.281,9.43507,1.2960184,-0.233657,-0.077885667,-1.887087,-0.629029,0.455169,0.151723
37,2016-09-12T00:00:00Z,2016,17.7338,-64.89639,3284,3,O. faveolata,15.9832,34.176,11.3023,1.414154641,1.427319,33.92,31.855,8.187,1.60152,-0.0125656,-0.004188533,-3.1278656,-1.042621867,0.653721,0.217907
38,2016-09-13T00:00:00Z,2016,17.70121,-64.64793,3285,2.99,O. faveolata,15.2556,32.0779,10.3746,1.47047597,1.478188,35.355,31.631,9.30407,1.634944,-0.0322809,-0.010790273,-1.1028109,-0.368627599,0.316715,0.105865738
39,2016-09-13T00:00:00Z,2016,17.70121,-64.64793,3286,2.99,O. faveolata,16.4935,33.6282,11.173,1.476192607,1.480736,37.032,31.627,7.75741,1.642512,-2.88689,-0.964977159,-6.30248,-2.106678552,2.16207,0.722697493
40,2016-09-13T00:00:00Z,2016,17.70121,-64.64793,3287,2.99,O. faveolata,15.8865,32.5898,11.3009,1.405772992,1.411205,37.682,31.533,9.11446,1.544896,-0.207959,-0.069512758,-2.394399,-0.800356212,0.644786,0.215527354
41,2016-09-13T00:00:00Z,2016,17.70121,-64.64793,3288,2.99,O. faveolata,16.0932,32.8765,11.566,1.391423137,1.394643,34.966,31.301,9.90723,1.42504,-0.653335,-0.218384958,-2.312105,-0.772848468,0.636718,0.212830529
42,2016-09-13T00:00:00Z,2016,17.70121,-64.64793,3289,2.99,O. faveolata,16.6558,33.4196,12.1922,1.366102918,1.395455,41.327,33.536,10.8534,1.532104,-0.337409,-0.112782953,-1.676209,-0.560292702,0.579426,0.19368
43,2016-09-14T00:00:00Z,2016,17.82805,-64.46711,3290,2.99,O. faveolata,14.0494,31.1683,10.9626,1.281575539,1.3031383,39.022,33.445,8.64567,1.479832,-0.0842857,-0.028225909,-2.4012157,-0.804128048,2.77152,0.92813693
44,2016-09-14T00:00:00Z,2016,17.82805,-64.46711,3291,2.99,O. faveolata,12.9606,29.683,11.3015,1.146803522,1.1699703,31.164,28.287,7.92133,1.3135368,-0.23788,-0.07966214,-3.61805,-1.211626047,0.933392,0.312577786
45,2016-09-14T00:00:00Z,2016,17.82805,-64.46711,3292,2.99,O. faveolata,12.4711,29.5109,10.6205,1.174247917,1.1914708,34.571,29.368,8.5317,1.3227272,-0.38423,-0.128672372,-2.47303,-0.828177488,0.876357,0.293477693
46,2016-09-14T00:00:00Z,2016,17.82805,-64.46711,3293,2.99,O. faveolata,17.1603,34.2333,11.2899,1.519969176,1.528938,39.787,36.304,10.8705,1.684,-0.157697,-0.052810158,-0.577097,-0.193260391,1.38183,0.462752372
