time,latitude,longitude,RegionCode,SubRegion,SiteName,Depth,Location,InstrumentType,ProjectCode,tag_number,Fate,Deployment,Recovery,Duration,Species,BlockDimensions,PreWeightBlock,PreWeightEpoxied,PreVolume,PreRWDensity,PreCTDensity,PostWeightDirty,PostWeightClean,PostVolume,PostCTDensity,PostCTMacroboring,PostCTMacroboringRate,PostCTGrazing,PostCTGrazingRate,PostCTAccretion,PostCTAccretionRate,accession_url
UTC,degrees_north,degrees_east,,,,m,,,,,,UTC,UTC,years,,cm,g,g,cm3,g/cm3,g/cm3,g,g,cm3,g/cm3,cm3,cm3/yr,cm3,cm3/yr,cm3,cm3/yr,
2016-08-17T00:00:00Z,21.28838,-157.86536,OAH,,Oahu,13.716,OAH-23,BMU,NCRMP,1656,SUCCESSFULLY RECOVERED,2016-08-17T00:00:00Z,2019-05-07T00:00:00Z,2.72,P. lobata,5x2x1,17.8011,34.1177,12.8511,1.385181035,1.430064,32.794,31.021,10.2907,1.510376,-0.285078,-0.104722531,-2.845478,-1.045277633,0.0218868,0.008040049,https://accession.nodc.noaa.gov/0236235
2016-08-17T00:00:00Z,21.28838,-157.86536,OAH,,Oahu,13.716,OAH-23,BMU,NCRMP,1657,SUCCESSFULLY RECOVERED,2016-08-17T00:00:00Z,2019-05-07T00:00:00Z,2.72,P. lobata,5x2x1,17.5603,34.1842,12.2294,1.435908548,1.483144,37.696,34.257,11.4939,1.53632,-0.13387,-0.049176735,-0.86937,-0.319360408,0.499723,0.183571714,https://accession.nodc.noaa.gov/0236235
2016-08-17T00:00:00Z,21.28838,-157.86536,OAH,,Oahu,13.716,OAH-23,BMU,NCRMP,1658,SUCCESSFULLY RECOVERED,2016-08-17T00:00:00Z,2019-05-07T00:00:00Z,2.72,P. lobata,5x2x1,14.357,31.0239,12.1679,1.17990779,1.177516,32.857,30.411,10.2985,1.2989456,-0.898845,-0.330187959,-2.768245,-1.016906327,0.566912,0.208253388,https://accession.nodc.noaa.gov/0236235
2016-08-19T00:00:00Z,21.53412,-158.23441,OAH,,Oahu,12.8016,OAH-25,BMU,NCRMP,1659,SUCCESSFULLY RECOVERED,2016-08-19T00:00:00Z,2019-08-02T00:00:00Z,2.95,P. lobata,5x2x1,18.1187,34.8089,12.4941,1.450180485,1.5058,34.273,30.411,9.40009,1.47572,-1.0197,-0.345335842,-4.11371,-1.393166134,0.411635,0.139406021,https://accession.nodc.noaa.gov/0236235
2016-08-19T00:00:00Z,21.53412,-158.23441,OAH,,Oahu,12.8016,OAH-25,BMU,NCRMP,1660,SUCCESSFULLY RECOVERED,2016-08-19T00:00:00Z,2019-08-02T00:00:00Z,2.95,P. lobata,5x2x1,15.7713,32.2895,11.0885,1.422311404,1.47228,33.898,29.8,8.97772,1.518072,-0.354438,-0.120035447,-2.465218,-0.834880978,0.287172,0.097254864,https://accession.nodc.noaa.gov/0236235
2016-08-11T00:00:00Z,19.24436,-155.90028,HAW,,Hawaii,13.716,HAW-43,BMU,NCRMP,1666,SUCCESSFULLY RECOVERED,2016-08-11T00:00:00Z,2019-07-11T00:00:00Z,2.92,P. lobata,5x2x1,17.8575,34.5604,13.5769,1.315285522,1.326736,34.343,32.863,11.6278,1.403224,-0.240935,-0.082606286,-2.190035,-0.750869143,0.289464,0.0992448,https://accession.nodc.noaa.gov/0236235
2016-08-11T00:00:00Z,19.24436,-155.90028,HAW,,Hawaii,13.716,HAW-43,BMU,NCRMP,1667,SUCCESSFULLY RECOVERED,2016-08-11T00:00:00Z,2019-07-11T00:00:00Z,2.92,P. lobata,5x2x1,15.1935,31.8497,11.4567,1.326167221,1.354856,27.063,25.496,6.42774,1.453968,-0.0229425,-0.007866,-5.0519025,-1.732080857,0.048357,0.016579543,https://accession.nodc.noaa.gov/0236235
2016-08-11T00:00:00Z,19.24436,-155.90028,HAW,,Hawaii,13.716,HAW-43,BMU,NCRMP,1668,SUCCESSFULLY RECOVERED,2016-08-11T00:00:00Z,2019-07-11T00:00:00Z,2.92,P. lobata,5x2x1,17.6285,34.4102,13.0132,1.354662958,1.403488,29.265,27.941,9.0526,1.2736368,-2.06049,-0.706453714,-6.02109,-2.064373714,0.335152,0.114909257,https://accession.nodc.noaa.gov/0236235
2016-08-11T00:00:00Z,19.24436,-155.90028,HAW,,Hawaii,13.716,HAW-43,BMU,NCRMP,1669,SUCCESSFULLY RECOVERED,2016-08-11T00:00:00Z,2019-07-11T00:00:00Z,2.92,P. lobata,5x2x1,14.3922,31.2176,12.2011,1.179582169,1.1703224,34.982,31.792,11.0563,1.2740696,-0.040658,-0.013939886,-1.185458,-0.406442743,1.45724,0.499625143,https://accession.nodc.noaa.gov/0236235
2016-08-11T00:00:00Z,19.24436,-155.90028,HAW,,Hawaii,13.716,HAW-43,BMU,NCRMP,1670,SUCCESSFULLY RECOVERED,2016-08-11T00:00:00Z,2019-07-11T00:00:00Z,2.92,P. lobata,5x2x1,13.0087,29.662,10.938,1.189312489,1.1891232,26.623,24.597,6.17912,1.37736,-0.0218182,-0.007480526,-4.7806982,-1.639096526,0.13351,0.045774857,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.26824,-155.86038,HAW,,Hawaii,14.0208,HAW-41,BMU,NCRMP,1671,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,16.6658,33.4338,12.7816,1.303889967,1.322384,33.949,31.52,10.7293,1.420104,-0.281988,-0.0966816,-2.334288,-0.800327314,0.304158,0.104282743,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.26824,-155.86038,HAW,,Hawaii,14.0208,HAW-41,BMU,NCRMP,1672,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,16.7706,33.2646,12.1743,1.377541214,1.405152,36.928,32.213,10.4544,1.51024,-1.00329,-0.343985143,-2.72319,-0.933665143,0.739869,0.253669371,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.26824,-155.86038,HAW,,Hawaii,14.0208,HAW-41,BMU,NCRMP,1673,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,18.502,34.9625,13.238,1.397643149,1.442784,38.645,35.808,12.3338,1.543072,-0.191085,-0.065514857,-1.095285,-0.375526286,1.16627,0.399864,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.26824,-155.86038,HAW,,Hawaii,14.0208,HAW-41,BMU,NCRMP,1674,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,14.5481,31.0015,11.7413,1.239053597,1.2512512,35.632,32.089,10.5297,1.414368,-0.06215,-0.021308571,-1.27375,-0.436714286,1.14045,0.391011429,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.26824,-155.86038,HAW,,Hawaii,14.0208,HAW-41,BMU,NCRMP,1675,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,16.0012,32.5288,11.9409,1.340032996,1.352112,33.297,30.346,9.82468,1.451696,-1.4434,-0.49488,-3.55962,-1.220441143,0.548716,0.1881312,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.24916,-155.89093,HAW,,Hawaii,13.716,HAW-42,BMU,NCRMP,1676,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,15.9183,32.7548,11.7037,1.360108342,1.390064,33.696,31.648,10.0183,1.484896,-0.266573,-0.091396457,-1.951973,-0.669247886,0.575718,0.197389029,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.24916,-155.89093,HAW,,Hawaii,13.716,HAW-42,BMU,NCRMP,1677,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,13.349,30.0145,11.4643,1.164397303,1.147964,28.344,25.733,7.89896,1.0761976,-2.0578,-0.705531429,-5.62314,-1.927933714,0.499037,0.1710984,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.24916,-155.89093,HAW,,Hawaii,13.716,HAW-42,BMU,NCRMP,1678,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,15.5133,32.3885,11.6235,1.334649632,1.34412,34.827,31.844,10.127,1.454968,-0.0674286,-0.023118377,-1.5639286,-0.536204091,0.753079,0.258198514,https://accession.nodc.noaa.gov/0236235
2016-08-15T00:00:00Z,20.24916,-155.89093,HAW,,Hawaii,13.716,HAW-42,BMU,NCRMP,1679,SUCCESSFULLY RECOVERED,2016-08-15T00:00:00Z,2019-07-15T00:00:00Z,2.92,P. lobata,5x2x1,15.0812,31.3067,11.5199,1.309143309,1.33716,31.16,28.773,8.79203,1.438704,-1.41258,-0.484313143,-4.14045,-1.419582857,0.56171,0.192586286,https://accession.nodc.noaa.gov/0236235
2017-02-09T00:00:00Z,21.458624,-157.798648,OAH,,Oahu,14.934,OAH-19,BMU,NCRMP,3245,SUCCESSFULLY RECOVERED,2017-02-09T00:00:00Z,2019-08-04T00:00:00Z,2.49,P. lobata,5x2x1,14.7699,31.626,11.032,1.338823423,NaN,35.298,31.846,8.98359,1.443336,-0.0416279,-0.016744183,-2.0900379,-0.840685636,1.90561,0.766502346,https://accession.nodc.noaa.gov/0236235
2017-02-09T00:00:00Z,21.458624,-157.798648,OAH,,Oahu,14.934,OAH-19,BMU,NCRMP,3247,SUCCESSFULLY RECOVERED,2017-02-09T00:00:00Z,2019-08-04T00:00:00Z,2.49,P. lobata,5x2x1,13.9845,30.1687,9.9717,1.402418845,NaN,36.912,33.942,9.57552,1.468416,-0.00357914,-0.001439654,-0.39975914,-0.160796973,3.02649,1.217359106,https://accession.nodc.noaa.gov/0236235
2016-09-10T00:00:00Z,27.86679,-175.73358,PHR,,Pearl & Hermes,14.3256,PHR-51,BMU,NCRMP,1601,NOT RECOVERED,2016-09-10T00:00:00Z,,NaN,P. lobata,5x2x1,14.3434,31.1194,13.0773,1.096816621,1.0787584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-10T00:00:00Z,27.86679,-175.73358,PHR,,Pearl & Hermes,14.3256,PHR-51,BMU,NCRMP,1604,NOT RECOVERED,2016-09-10T00:00:00Z,,NaN,P. lobata,5x2x1,17.0444,33.7953,12.3753,1.377291864,1.421376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-10T00:00:00Z,27.86679,-175.73358,PHR,,Pearl & Hermes,14.3256,PHR-51,BMU,NCRMP,1605,NOT RECOVERED,2016-09-10T00:00:00Z,,NaN,P. lobata,5x2x1,17.4291,34.1403,12.8242,1.359078929,1.395592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
2016-09-10T00:00:00Z,27.86679,-175.73358,PHR,,Pearl & Hermes,14.3256,PHR-51,BMU,NCRMP,1607,NOT RECOVERED,2016-09-10T00:00:00Z,,NaN,P. lobata,5x2x1,17.4735,34.1882,12.0174,1.454016676,1.513264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://accession.nodc.noaa.gov/0236235
